Date,Open,High,Low,Close,Volume
2025-04-22,608.0,659.99,595.41,631.41,73.81475
2025-04-23,604.76,699.0,601.18,606.0,361.11106
2025-04-24,606.49,609.25,593.53,601.92,235.91925
2025-04-25,601.09,610.97,598.88,599.8,156.2992
2025-04-26,602.46,621.22,599.86,612.14,130.1373
2025-04-27,611.95,617.24,598.61,605.56,236.88611
2025-04-28,605.76,610.16,599.35,607.88,171.17271
2025-04-29,607.74,611.21,599.47,602.98,265.9725
2025-04-30,602.72,609.53,592.02,601.02,142.03563
2025-05-01,601.21,606.37,599.1,599.42,65.22224
2025-05-02,600.92,604.98,596.23,601.91,199.0384
2025-05-03,603.42,607.1,596.38,599.66,256.0379
2025-05-04,599.92,600.08,585.95,588.57,108.88936
2025-05-05,588.57,600.0,585.47,599.12,113.3858
2025-05-06,597.6,770.68,594.69,602.85,423.86519
2025-05-07,603.0,608.89,596.84,603.41,637.39438
2025-05-08,602.96,628.2,601.17,628.1,633.05321
2025-05-09,628.2,670.21,624.0,670.04,666.69907
2025-05-10,671.41,679.53,649.98,663.87,363.75414
2025-05-11,664.38,675.01,648.63,651.46,1010.74916
2025-05-12,652.06,692.04,649.37,661.43,451.95225
2025-05-13,660.1,671.45,640.84,664.45,587.41604
2025-05-14,665.28,667.11,648.62,652.35,600.39426
2025-05-15,652.33,660.61,642.94,651.99,328.8811
2025-05-16,652.55,659.54,645.09,646.3,335.03971
2025-05-17,646.57,646.57,634.93,639.35,100.87545
2025-05-18,639.9,654.56,634.73,651.59,144.20153
2025-05-19,651.56,653.0,634.33,649.56,311.95713
2025-05-20,649.37,653.94,641.03,650.25,261.71847
2025-05-21,650.32,777.0,648.53,673.72,1261.79376
2025-05-22,674.85,688.86,672.87,686.69,451.03754
2025-05-23,685.03,690.77,654.21,657.37,701.36255
2025-05-24,656.63,676.82,655.74,668.39,171.09669
2025-05-25,668.15,671.28,657.96,670.05,257.22896
2025-05-26,669.77,677.57,668.92,674.0,368.85705
2025-05-27,674.17,696.79,666.68,686.62,692.62936
2025-05-28,687.05,689.39,680.74,687.6,370.65917
2025-05-29,686.91,690.9,673.64,674.95,404.23353
2025-05-30,676.04,678.51,654.14,654.68,577.38076
2025-05-31,655.51,661.24,646.49,658.27,221.14983
2025-06-01,657.93,662.19,648.52,660.66,77.7229
2025-06-02,661.01,667.36,650.26,666.79,443.62675
2025-06-03,667.05,673.9,658.4,662.11,296.62835
2025-06-04,662.11,672.46,661.7,663.39,259.51714
2025-06-05,663.77,670.19,626.62,633.56,836.78418
2025-06-06,632.87,651.15,631.29,643.23,194.3471
2025-06-07,643.45,653.7,641.23,651.3,78.57935
2025-06-08,650.57,656.12,647.14,652.36,108.96962
2025-06-09,652.71,667.7,648.55,665.92,269.43805
2025-06-10,665.97,674.3,657.57,673.35,288.99723
2025-06-11,673.92,674.07,662.5,667.45,371.17039
2025-06-12,667.45,669.23,653.36,656.59,327.087
2025-06-13,652.8,659.75,639.6,654.81,245.69486
2025-06-14,654.98,654.98,639.66,645.92,84.70185
2025-06-15,645.66,651.47,643.23,647.95,138.22597
2025-06-16,648.26,659.21,647.0,650.45,437.43171
2025-06-17,650.83,658.94,640.08,647.67,200.02238
2025-06-18,648.22,653.77,637.69,644.64,185.45108
2025-06-19,644.03,646.45,638.8,644.86,98.54192
2025-06-20,644.93,651.93,638.66,641.71,214.82347
2025-06-21,641.42,644.87,623.48,625.23,211.37349
2025-06-22,629.4,634.84,601.79,616.0,367.80113
2025-06-23,615.99,642.48,615.43,640.68,179.96806
2025-06-24,641.42,644.4,636.85,643.68,414.24971
2025-06-25,643.79,652.75,642.73,645.85,477.04959
2025-06-26,647.47,650.12,641.8,642.77,124.27542
2025-06-27,643.32,647.49,640.0,646.36,168.19885
2025-06-28,646.07,649.09,644.87,648.83,135.58534
2025-06-29,649.03,655.55,646.93,655.31,58.1363
2025-06-30,655.57,659.86,651.02,657.02,209.76566
2025-07-01,658.24,658.86,644.65,646.51,128.61476
2025-07-02,646.68,664.95,644.34,660.13,170.19625
2025-07-03,660.0,664.69,657.43,663.27,155.9809
2025-07-04,663.07,663.56,650.58,653.72,131.69742
2025-07-05,653.62,656.7,652.53,656.01,361.31282
2025-07-06,656.2,663.92,653.75,662.96,137.49867
2025-07-07,663.09,663.09,657.3,660.65,152.47099
2025-07-08,661.8,662.48,657.8,660.89,97.15609
