Date,Open,High,Low,Close,Volume
2025-04-22,608.0,659.9,595.4,631.4,73.81475
2025-04-23,604.7,699.0,601.1,606.0,361.11106
2025-04-24,606.4,609.2,593.5,601.9,235.91925
2025-04-25,601.0,610.9,598.8,599.8,156.2992
2025-04-26,602.4,621.2,599.8,612.1,130.1373
2025-04-27,611.9,617.2,598.6,605.5,236.88611
2025-04-28,605.7,610.1,599.3,607.8,171.17271
2025-04-29,607.7,611.2,599.4,602.9,265.9725
2025-04-30,602.7,609.5,592.0,601.0,142.03563
2025-05-01,601.2,606.3,599.1,599.4,65.22224
2025-05-02,600.9,604.9,596.2,601.9,199.0384
2025-05-03,603.4,607.1,596.3,599.6,256.0379
2025-05-04,599.9,600.0,585.9,588.5,108.88936
2025-05-05,588.5,600.0,585.4,599.1,113.3858
2025-05-06,597.6,770.6,594.6,602.8,423.86519
2025-05-07,603.0,608.8,596.8,603.4,637.39438
2025-05-08,602.9,628.2,601.1,628.1,633.05321
2025-05-09,628.2,628.3,624.0,624.4,33.35722
